"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets Received","Likes Received","Tweet Location","Tweet Language","User Id",Name,Username,"User Bio","Verified or Non-Verified","Profile URL","User Followers","User Following","User Account Creation Date"
"""1434767384238190594""",https://twitter.com/RajuMehta8/status/1434767384238190594,"06-Sep-2021 06:36:15","""#Marlboro #HAndM #LorÃ©al #Visa #HSBC #ESPN #HewlettPackard #Siemens #Audi #Gucci #IKEA #Nestle #FritoLay #HomeDepot #UPS #Ford #Danone #HermÃ¨s #Fox #Accenture #Pampers #Zara #WellsFargo #JPMorgan #Ebay #Kraft #Volkswagen #Caterpillar #Coach #ThomsonReuters #MasterCard""",Reply,"""Twitter Web App""",0,0,"Mumbai / India",Undefined,"""1148231060""","Raju Mehta",RajuMehta8,"""Founder : Rushabh Creations, Videotech : 9820822552""",Non-Verified,https://twitter.com/RajuMehta8,13,23,"04-Feb-2013 14:58:59"
"""1434758157411172357""",https://twitter.com/Sangria90690942/status/1434758157411172357,"06-Sep-2021 05:59:35","""RT @Fevcen_Ozcivit: Fahriye Evcen'den yeni paylaÅŸÄ±mlar ğŸ”¥ğŸ”¥â¤ #fahriyeevcen #fahriyeevcenÃ¶zÃ§ivit #lorealparis #loreal #alparslan #akÃ§ahatun #uâ€¦""",ReTweet,"""Twitter Web App""",5,0,,Turkish,"""1410476421407969284""",Sangria,Sangria90690942,"""""",Non-Verified,https://twitter.com/Sangria90690942,4,43,"01-Jul-2021 05:54:30"
"""1434756049014345729""",https://twitter.com/matveevanv1/status/1434756049014345729,"06-Sep-2021 05:51:13","""RT @Fevcen_Ozcivit: Fahriye Evcen'den yeni paylaÅŸÄ±mlar ğŸ”¥ğŸ”¥â¤ #fahriyeevcen #fahriyeevcenÃ¶zÃ§ivit #lorealparis #loreal #alparslan #akÃ§ahatun #uâ€¦""",ReTweet,"""Twitter for Android""",5,0,Ğ Ğ¾ÑÑĞ¸Ñ,Turkish,"""830530198797955072""",matveeva-n-v,matveevanv1,"""""",Non-Verified,https://twitter.com/matveevanv1,41,117,"11-Feb-2017 21:33:24"
"""1434756008857927681""",https://twitter.com/VYSLiuyu567/status/1434756008857927681,"06-Sep-2021 05:51:03","""RT @Liuyu_Fanclub: 210904 Lâ€™OrÃ©al Liu Yu TikTok Update

Come dance with Liu Yu on TikTok(Douyin) and win some awesome Lâ€™OrÃ©al giveaway prizâ€¦""",ReTweet,"""Twitter for Android""",51,0,,Estonian,"""921710692234752000""",VYSL,VYSLiuyu567,"""Only #LiuYu #à¸«à¸¥à¸´à¸§à¸«à¸¢à¸¹ #à¸«à¸¥à¸´à¸§à¸­à¸§à¸µà¹ˆ #à¸«à¸¥à¸´à¸§à¸­à¸¢à¸µà¹ˆ #åˆ˜å®‡ 
à¸„à¸¥à¸±à¹ˆà¸‡à¸£à¸±à¸à¸¢à¸±à¸¢à¸•à¸±à¸§à¹€à¸£à¹‰à¸ à¸«à¸¥à¸´à¸§à¸­à¸§à¸µà¹ˆà¸‚à¸­à¹à¸¡à¹ˆà¹„à¸¡à¹ˆà¹ƒà¸«à¹‰à¸›à¸ªà¸”à¸§à¸±à¸™à¸—à¸µà¹ˆ 29/05/21 à¹à¸¡à¹ˆà¸à¹‡à¸—à¸³à¹ƒà¸«à¹‰à¸„à¹ˆà¸°à¸¥à¸¹à¸ğŸ¥°â¤ï¸ğŸ˜Š""",Non-Verified,https://twitter.com/VYSLiuyu567,238,465,"21-Oct-2017 12:12:08"
"""1434747932113313792""",https://twitter.com/FOB_Poland/status/1434747932113313792,"06-Sep-2021 05:18:58","""RT @lorealpoland: Dlaczego pozostanie kobietÄ… nauki wymaga duÅ¼ej determinacji? 
Dr hab. Joanna SuÅ‚kowska - jedna ze stypendystek programu Dâ€¦""",ReTweet,"""Twitter for Android""",1,0,Polska,Polish,"""74528122""","Forum Odpowiedzialnego Biznesu",FOB_Poland,"""Forum Odpowiedzialnego Biznesu to organizacja ekspercka; inicjator i partner przedsiÄ™wziÄ™Ä‡ kluczowych dla #CSRwPL i #zrÃ³wnowaÅ¼onyrozwÃ³j""",Non-Verified,https://twitter.com/FOB_Poland,2479,1895,"15-Sep-2009 19:15:25"
"""1434741160128532480""",https://twitter.com/savinovaira1/status/1434741160128532480,"06-Sep-2021 04:52:03","""RT @Fevcen_Ozcivit: Fahriye Evcen'den yeni paylaÅŸÄ±mlar ğŸ”¥ğŸ”¥â¤ #fahriyeevcen #fahriyeevcenÃ¶zÃ§ivit #lorealparis #loreal #alparslan #akÃ§ahatun #uâ€¦""",ReTweet,"""Twitter for Android""",5,0,ğŸ‡·ğŸ‡º,Turkish,"""2687874685""","Irina Savinova",savinovaira1,"""Fahriye&Burak the best couple in the world""",Non-Verified,https://twitter.com/savinovaira1,379,341,"28-Jul-2014 16:16:43"
"""1434739269655015426""",https://twitter.com/Fevcen_Ozcivit/status/1434739269655015426,"06-Sep-2021 04:44:32","""Fahriye Evcen'den yeni paylaÅŸÄ±mlar ğŸ”¥ğŸ”¥â¤ #fahriyeevcen #fahriyeevcenÃ¶zÃ§ivit #lorealparis #loreal #alparslan #akÃ§ahatun #uyanÄ±ÅŸbÃ¼yÃ¼kselÃ§uklu @EvcenF https://t.co/bnf57GYD5E""",Tweet,"""Twitter for Android""",5,16,"England, United Kingdom",Turkish,"""2940752915""","Evcen OzcivitğŸ’¥",Fevcen_Ozcivit,"""""",Non-Verified,https://twitter.com/Fevcen_Ozcivit,740,191,"25-Dec-2014 14:07:56"
"""1434724628505657344""",https://twitter.com/lavieenwhale/status/1434724628505657344,"06-Sep-2021 03:46:21","""RT @Liuyu_Fanclub: 210901 Lâ€™OrÃ©al Liu Yu Promo Video

Good skin is the best foundation for makeup, so make sure you clean it thoroughly befâ€¦""",ReTweet,"""Twitter for Android""",75,0,Halutopia,English,"""2562263449""",ğŸ³,lavieenwhale,"""Random thingy, danmeist, stan SJ, EXO, åˆ˜å®‡ - INTO1 | Author""",Non-Verified,https://twitter.com/lavieenwhale,661,607,"11-Jun-2014 23:07:37"
"""1434712800975228928""",https://twitter.com/Qeyes4/status/1434712800975228928,"06-Sep-2021 02:59:22","""#QeyesNews
L'OrÃ©al has appointed Ruby Chun as brand general manager for La Roche Posay and Cerave in North Asia, taking charge of the promotion of the brand in this region which covers mainland China, Hong Kong and Taiwan regions, Korea and Japan.
#cosmetic #cosmeticnews #LOrÃ©al https://t.co/R58inVyAw9""",Tweet,"""Twitter Web App""",0,0,"Wuhan, China",English,"""1191528463078834177""",Qeyes,Qeyes4,"""The Most Popular Cosmestics Professional Media in China!
Professional financial media in china, Bringing you latest cosmetic news, trends & market analysis.""",Non-Verified,https://twitter.com/Qeyes4,264,45,"05-Nov-2019 01:31:53"
"""1434660251651874817""",https://twitter.com/ClaudiaLisethe/status/1434660251651874817,"05-Sep-2021 23:30:33","""So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @samira_m1977 #poshmark #fashion #style #shopmycloset #loreal #stuartweitzman #w5: https://t.co/OMyeGgZPpX https://t.co/vIFQdLy7tF""",Tweet,"""Poshmark""",0,1,"Menifee, CA",English,"""79783936""","Lisethe â£ğŸ‘„",ClaudiaLisethe,"""""",Non-Verified,https://twitter.com/ClaudiaLisethe,160,374,"04-Oct-2009 17:37:54"
"""1434645019210649601""",https://twitter.com/djannons/status/1434645019210649601,"05-Sep-2021 22:30:01","""So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @samira_m1977 #poshmark #fashion #style #shopmycloset #nola7nails #loreal #veronicabeard: https://t.co/AFtrZC62Ct https://t.co/WISTuM7SZN""",Tweet,"""Poshmark""",0,0,,English,"""1106112220549648385""","Djannons Treasures",djannons,"""""",Non-Verified,https://twitter.com/djannons,2,1,"14-Mar-2019 08:37:58"
"""1434641503331098624""",https://twitter.com/Melanie11982796/status/1434641503331098624,"05-Sep-2021 22:16:03","""https://t.co/U8hXoXOngb

New video alert! ğŸš¨
New foundation review and wear test on my YouTube channel!
#loreal #drugstoremakeup #beautyover40 #lorealtruematch #matureskin #affordablemakeup #bestof2021 #over50 #over40 #weartest #dryskin #makeup #foundationreview""",Tweet,"""Twitter for Android""",0,1,,English,"""1117195922146856960""",Melanie,Melanie11982796,"""I love makeup and I upload new videos every week!""",Non-Verified,https://twitter.com/Melanie11982796,103,87,"13-Apr-2019 22:40:39"
"""1434632323920707585""",https://twitter.com/luciana_peter1/status/1434632323920707585,"05-Sep-2021 21:39:34","""@LOrealUSA Revitalift Derm Intensives 1.5% Pure Hyaluronic Acid Serum L'OrÃ©al Paris. My skin just looks and feels smooth, shiny and soft. Just amazing, definitely recommend it.
#loreal #lorealrevitalift #lorealskin #lorealskincare #lorealparis  #gotitfree 
https://t.co/RL6504iaRE https://t.co/KrPkLw4qGQ""",Tweet,"""Twitter for Android""",0,1,"United States",English,"""3294853192""",Luciana,luciana_peter1,"""I am a Product Tester & Influencer!
I use my SOCIAL MEDIA to do Reviews & Promote!
https://t.co/O7Nwl425BG
LINKS CLICK HEREğŸ‘‡ğŸ‘‡ğŸ‘‡ğŸ‘‡ğŸ‘‡ğŸ‘‡ğŸ‘‡ğŸ‘‡""",Non-Verified,https://twitter.com/luciana_peter1,2258,2165,"23-May-2015 04:02:08"
"""1434586445604442118""",https://twitter.com/StartledJesus/status/1434586445604442118,"05-Sep-2021 18:37:16","""@emsquare_d He was worth it, though. #sts70s #loreal""",Reply,"""TweetDeck""",0,3,"Limbo. Next door to Purgatory.",English,"""2398122540""","Startled Jesus",StartledJesus,"""Nothing to see here, move along there. By order of The Peaky Blinders.""",Non-Verified,https://twitter.com/StartledJesus,497,1802,"19-Mar-2014 16:26:50"
"""1434563500911726596""",https://twitter.com/boursomoussa/status/1434563500911726596,"05-Sep-2021 17:06:06","""RT @MOLDIV_VideoLab: ğŸ’•Decorated the â€˜dear, klairsâ€™ video with VideoLab stickersğŸ’•ğŸ¥³ğŸŒ¸ Try dear klairs! Try MOLDIV VideoLab! 

#moldivvideolabâ€¦""",ReTweet,"""Bourso parrainage """,1,0,Florida,English,"""1366471105410707460""","The Foundation For Cosmetics",boursomoussa,"""Just a Small Investment to get BIG results.
ğŸ”°ğŸ”°ğŸ”°
https://t.co/Ym18nb2bWt""",Non-Verified,https://twitter.com/boursomoussa,94,77,"01-Mar-2021 19:31:59"
"""1434561972062855177""",https://twitter.com/MOLDIV_VideoLab/status/1434561972062855177,"05-Sep-2021 17:00:01","""ğŸ’•Decorated the â€˜dear, klairsâ€™ video with VideoLab stickersğŸ’•ğŸ¥³ğŸŒ¸ Try dear klairs! Try MOLDIV VideoLab! 

#moldivvideolab #cosmetics #loreal #vegen #pilates https://t.co/jEtpdZspKR""",Tweet,"""Twitter Web App""",1,1,,English,"""1372437073123155970""","MOLDIV VideoLab",MOLDIV_VideoLab,"""Easy Video Editing App, MOLDIV VideoLab!ğŸ‘""",Non-Verified,https://twitter.com/MOLDIV_VideoLab,3,10,"18-Mar-2021 06:38:01"
"""1434553991019446276""",https://twitter.com/LianasKnickK/status/1434553991019446276,"05-Sep-2021 16:28:18","""So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #lululemon #loreal #bracketron: https://t.co/2u3blCe3gJ https://t.co/KPTqXqSbgn""",Tweet,"""Poshmark""",0,0,"Jarrell, Texas",English,"""1082703715486842880""","Liana's Knick Knacks",LianasKnickK,"""Quality never goes out of style.""",Non-Verified,https://twitter.com/LianasKnickK,47,5,"08-Jan-2019 18:20:56"
"""1434534111037861897""",https://twitter.com/toumpapharmacy/status/1434534111037861897,"05-Sep-2021 15:09:19","""â­ï¸ğŸ˜CHECK THIS OUT Î•Î”Î© â¡ï¸ https://t.co/VygCjltruP
â­ï¸ğŸ˜ L'Oreal Paris Colorista ""1-Day Color"" 75ml ÎœÎŸÎÎŸ 1,50EUR
â­ï¸ğŸ˜ÏƒÎµ Ï‡ÏÏÎ¼Î± Î»ÎµÎ²Î¬Î½Ï„Î±Ï‚ &amp; Î¼Î­Î½Ï„Î±Ï‚!

#LOreal #Î²Î±Ï†Î® #Colorista #Î¿Î¼Î¿ÏÏ†Î¹Î¬ #MINTHAIR #LAVENDER #HAIR #toumpapharmacy #Back2school  #skg #Î˜ÎµÏƒÏƒÎ±Î»Î¿Î½Î¯ÎºÎ· #shoponline #Î¦Î±ÏÎ¼Î±ÎºÎµÎ¯Î¿ https://t.co/RVdTUCYlyt""",Tweet,"""Twitter Web App""",0,0,"Thessaloniki, Greece",Undefined,"""928533332899614721""",toumpapharmacy,toumpapharmacy,"""Pharmacy/Health/Well-Being""",Non-Verified,https://twitter.com/toumpapharmacy,20,97,"09-Nov-2017 08:02:52"
"""1434495977285578755""",https://twitter.com/loveshopforever/status/1434495977285578755,"05-Sep-2021 12:37:47","""#Loreal à¸¥à¸­à¸£à¸µà¸­à¸±à¸¥ à¸›à¸²à¸£à¸µà¸ª à¸£à¸µà¹„à¸§à¸—à¸±à¸¥à¸¥à¸´à¸Ÿà¸—à¹Œ à¹„à¸®à¸¢à¸²à¸¥à¸¹à¸£à¸­à¸™à¸´à¸„ à¹à¸­à¸‹à¸´à¸” à¹€à¸‹à¸£à¸±à¹ˆà¸¡ 30 à¸¡à¸¥ à¸ªà¹ˆà¸‡à¸•à¹ˆà¸­à¸£à¸²à¸„à¸² 700 à¸£à¸§à¸¡à¸ªà¹ˆà¸‡à¸„à¹ˆà¸° à¸ªà¸™à¹ƒà¸ˆà¸ªà¸­à¸šà¸–à¸²à¸¡à¹„à¸”à¹‰à¸™à¸°à¸„à¸° (!!!à¸¡à¸·à¸­1à¹€à¸¥à¸¢à¸™à¸°à¸„à¸°!!! à¸¢à¸±à¸‡à¹„à¸¡à¹ˆà¹„à¸”à¹‰à¹à¸à¸°à¸­à¸­à¸à¸¡à¸²à¹€à¸¥à¸¢à¸‡à¸±à¸š)  #LOrealParisTH #à¸¥à¸­à¸£à¸µà¸­à¸±à¸¥ #à¸ªà¹ˆà¸‡à¸•à¹ˆà¸­à¸ªà¸à¸´à¸™à¹à¸„à¸£à¹Œ #à¸ªà¹ˆà¸‡à¸•à¹ˆà¸­à¸„à¸ªà¸­ #à¸ªà¹ˆà¸‡à¸•à¹ˆà¸­à¹€à¸„à¸£à¸·à¹ˆà¸­à¸‡à¸ªà¹à¸²à¸­à¸²à¸‡ #à¸”à¸µà¸šà¸­à¸à¸•à¹ˆà¸­ https://t.co/CdQTbUZnXP""",Tweet,"""Twitter for Android""",0,0,à¸›à¸£à¸°à¹€à¸—à¸¨à¹„à¸—à¸¢,Thai,"""963059495633956865""",à¸«à¸™à¸¹à¸£à¸±à¸à¸à¸´à¹€à¸ˆ,loveshopforever,"""à¸‚à¸²à¸¢à¸‚à¸­à¸‡à¸ªà¸°à¸ªà¸¡à¸„à¹‰à¸²à¸šà¸šğŸ˜
à¸Šà¸·à¹ˆà¸­à¹€à¸”à¸´à¸¡ @lovesnsdforeve9
à¸”à¸¹à¸£à¸µà¸§à¸´à¸§à¹„à¸”à¹‰à¸ˆà¸²à¸ #à¸£à¸µà¸§à¸´à¸§forever à¸«à¸£à¸·à¸­ à¹ƒà¸™Likeà¸„à¹ˆà¸²à¸²ğŸ¥°""",Non-Verified,https://twitter.com/loveshopforever,31,30,"12-Feb-2018 14:37:31"
"""1434495509931036678""",https://twitter.com/PortiaDuncan20/status/1434495509931036678,"05-Sep-2021 12:35:55","""So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @tammy19200239 #poshmark #fashion #style #shopmycloset #loreal #francescascollections #torrid: https://t.co/KmHkI6VRCl https://t.co/cebubMEHtu""",Tweet,"""Poshmark""",0,0,,English,"""1418696258189860874""","Portia Duncan",PortiaDuncan20,"""""",Non-Verified,https://twitter.com/PortiaDuncan20,1,1,"23-Jul-2021 22:15:34"
"""1434479197213401090""",https://twitter.com/Diegospagnolo83/status/1434479197213401090,"05-Sep-2021 11:31:06","""@MissAudreyBoo @SoBusyDear Je dis non aux cheveux cassant et aux pointes sÃ¨ches #loreal""",Reply,"""Twitter for iPhone""",0,1,"Paris, France",French,"""1330624085878038532""",Diego,Diegospagnolo83,"""""",Non-Verified,https://twitter.com/Diegospagnolo83,84,667,"22-Nov-2020 21:28:10"
"""1434473830546751490""",https://twitter.com/kurtzqplx/status/1434473830546751490,"05-Sep-2021 11:09:47","""RT @Liuyu_Fanclub: 210904 Lâ€™OrÃ©al Liu Yu TikTok Update

Come dance with Liu Yu on TikTok(Douyin) and win some awesome Lâ€™OrÃ©al giveaway prizâ€¦""",ReTweet,"""Twitter for iPhone""",51,0,à¹€à¸à¸´à¸”à¸¡à¸²à¸Šà¸­à¸šà¸„à¸™à¸Šà¸·à¹ˆà¸­à¸«à¸¥à¸´à¸§,Estonian,"""1354764883917733888""",èè,kurtzqplx,"""#åˆ˜å®‡ / 3n 02 / n CT / 130613""",Non-Verified,https://twitter.com/kurtzqplx,23,47,"28-Jan-2021 12:14:58"
"""1434472591348011013""",https://twitter.com/angellu1013/status/1434472591348011013,"05-Sep-2021 11:04:51","""RT @Liuyu_Fanclub: 210904 Lâ€™OrÃ©al Liu Yu TikTok Update

Come dance with Liu Yu on TikTok(Douyin) and win some awesome Lâ€™OrÃ©al giveaway prizâ€¦""",ReTweet,"""Twitter for Android""",51,0,,Estonian,"""1383795789487505408""",Angellu1013,angellu1013,"""""",Non-Verified,https://twitter.com/angellu1013,0,6,"18-Apr-2021 14:53:34"
"""1434441203181776896""",https://twitter.com/itemtrader2/status/1434441203181776896,"05-Sep-2021 09:00:08","""https://t.co/cwqKTPojx6 LOrÃ©al Professionnel ì§€ì„±ìš©ìƒ´í‘¸ í–¥ê¸°ì¢‹ì€ ì •ìˆ˜ë¦¬ëƒ„ìƒˆ ë¯¸ìš©ì‹¤ìƒ´í‘¸ ë…ì¼ë°°ì†¡ ìŠ¤í•‘í¬ìŠ¤ ê³ ì–‘ ì´ìš© ì½”í†  ëª¨ë‹¤ í”„ë¡œ ë°”ì´ì˜¤ í‹± ìƒ´í‘¸ 120ml-79234, ë‹¨ì¼ì˜µì…˜, ë‹¨ì¼ì˜µì…˜ #LOrÃ©al #Professionnel #ì§€ì„±ìš©ìƒ´í‘¸ ""íŒŒíŠ¸ë„ˆìŠ¤ í™œë™ì„ í†µí•´ ì¼ì •ì•¡ì˜ ìˆ˜ìˆ˜ë£Œë¥¼ ì œê³µë°›ì„ ìˆ˜ ìˆìŒ"" https://t.co/QuiLYcmWuh""",Tweet,"""miner012""",0,0,,Korean,"""1409187251318259719""",itemtrader2,itemtrader2,"""Hello""",Non-Verified,https://twitter.com/itemtrader2,1,14,"27-Jun-2021 16:30:05"
"""1434441115806027776""",https://twitter.com/itemtrader1/status/1434441115806027776,"05-Sep-2021 08:59:47","""https://t.co/7CHpVS6ScQ LOrÃ©al Professionnel ì§€ì„±ìš©ìƒ´í‘¸ í–¥ê¸°ì¢‹ì€ ì •ìˆ˜ë¦¬ëƒ„ìƒˆ ë¯¸ìš©ì‹¤ìƒ´í‘¸ ë…ì¼ë°°ì†¡ ìŠ¤í•‘í¬ìŠ¤ ê³ ì–‘ ì´ìš© ì½”í†  ëª¨ë‹¤ í”„ë¡œ ë°”ì´ì˜¤ í‹± ìƒ´í‘¸ 120ml-79234, ë‹¨ì¼ì˜µì…˜, ë‹¨ì¼ì˜µì…˜ #LOrÃ©al #Professionnel #ì§€ì„±ìš©ìƒ´í‘¸ ""íŒŒíŠ¸ë„ˆìŠ¤ í™œë™ì„ í†µí•´ ì¼ì •ì•¡ì˜ ìˆ˜ìˆ˜ë£Œë¥¼ ì œê³µë°›ì„ ìˆ˜ ìˆìŒ"" https://t.co/yf8pt8uUJl""",Tweet,"""itrader13""",0,0,,Korean,"""1348961131881058306""",item-info-bot,itemtrader1,"""IT News, IT Products, Coupang, Etc""",Non-Verified,https://twitter.com/itemtrader1,10,49,"12-Jan-2021 11:53:00"
"""1434438570693967873""",https://twitter.com/Nini9296/status/1434438570693967873,"05-Sep-2021 08:49:40","""RT @Liuyu_Fanclub: 210904 Lâ€™OrÃ©al Liu Yu TikTok Update

Come dance with Liu Yu on TikTok(Douyin) and win some awesome Lâ€™OrÃ©al giveaway prizâ€¦""",ReTweet,"""Twitter for Android""",51,0,,Estonian,"""4448123307""",ğŸŒ»ğŸŒ»ğŸŒ»,Nini9296,"""ğŸ”¥ ğŸ° ğŸ‰ ğŸ¸""",Non-Verified,https://twitter.com/Nini9296,93,385,"11-Dec-2015 12:07:29"
"""1434435640771452929""",https://twitter.com/pic2shop/status/1434435640771452929,"05-Sep-2021 08:38:01","""Loreal LÂ´Oreal Expert Cuero Cabelludo ChampÃº Sensi Balance 500ml #LOrÃ©al https://t.co/y81khsXo3U https://t.co/p2oUOfJR62""",Tweet,"""Pic2shop Barcode Scanner""",0,0,Worldwide,Spanish,"""30920148""","pic2shopÂ® barcode scanner",pic2shop,"""Independent iOS + Android barcode scanner for comparison shopping. Reads small and blurry QR codes too. Totally anonymous and free. SDK available since 2009.""",Non-Verified,https://twitter.com/pic2shop,236,175,"13-Apr-2009 18:16:59"
"""1434413495416762372""",https://twitter.com/Brandkloud/status/1434413495416762372,"05-Sep-2021 07:10:02","""Berenice Bruno likes review #LOreal #Lush #YvesRocherFrance #Deborah #GemeyMaybel https://t.co/L1MRE5NrJz https://t.co/lgj8KmRBFr""",Tweet,"""Brandkloud""",0,0,"Celbridge Co. Kildare",English,"""1639962966""",Brandkloud,Brandkloud,"""Make Friends with Brands""",Non-Verified,https://twitter.com/Brandkloud,259,205,"02-Aug-2013 08:56:17"
